naics;year;vadd;cap;emp;lvadd;lcap;lemp
315191;2007;369.1;1091.7;4.8;5.91106761;6.995491393;1.568615918
315191;2008;237.3;1027;3.3;5.469325163;6.93439721;1.193922468
315191;2009;170.9;966.8;2.8;5.14107859;6.873991649;1.029619417
315191;2010;196.2;905.6;2.8;5.279134547;6.808597707;1.029619417
315191;2011;281.4;850.9;2.9;5.639777145;6.746294613;1.064710737
315191;2012;261.2;1070.4;3;5.565286397;6.975787689;1.098612289
315191;2013;339.9;1014.3;2.9;5.828651457;6.921953998;1.064710737
315191;2014;254.3;952.6;2.6;5.538514672;6.859195088;0.955511445
315191;2015;132.3;900.9;2.4;4.885072071;6.803394264;0.875468737
315191;2016;130.3;850.5;2.5;4.869839484;6.745824412;0.916290732
315211;1958;177;126.7;101;5.176149733;4.841822087;4.615120517
315211;1959;196;129.2;104.5;5.278114659;4.861361591;4.649187071
315211;1960;200.7;132.6;107.8;5.301811256;4.887337078;4.680277658
315211;1961;199.7;133.6;104.9;5.29681624;4.894850261;4.653007515
315211;1962;214.8;135.8;109.1;5.369707363;4.911183215;4.692264893
315211;1963;245.2;139.7;114.2;5.502074204;4.939497266;4.737951297
315211;1964;247.7;148.3;116.7;5.512218336;4.999237249;4.759606539
315211;1965;282.1;159.6;124.3;5.642261618;5.072670685;4.822697999
315211;1966;303.1;175;129;5.714062784;5.164785974;4.859812404
315211;1967;328.5;189.9;130.1;5.794536838;5.246497618;4.868303386
315211;1968;362.1;215.1;130.1;5.891920417;5.371103036;4.868303386
315211;1969;376.7;239.8;131.9;5.931449115;5.479805243;4.88204406
315211;1970;371.5;256;129.3;5.917548864;5.545177444;4.862135286
315211;1971;400;272.8;131.5;5.991464547;5.608738926;4.879006852
315211;1972;403.6;291.1;112.5;6.000424288;5.673666851;4.722953222
315211;1973;432.7;304.7;114.6;6.070044647;5.719327686;4.741447804
315211;1974;430.1;317.8;109;6.06401774;5.761422254;4.691347882
315211;1975;417.5;317.1;99.7;6.034284544;5.759217182;4.602165677
315211;1976;480.7;324.1;105;6.175243375;5.78105211;4.65396035
315211;1977;542.9;329.9;105.3;6.296925141;5.798789578;4.656813419
315211;1978;567.3;348.5;103.7;6.340888264;5.85363823;4.641502115
315211;1979;584.4;339.3;100.6;6.37058568;5.826884672;4.611152258
315211;1980;632.3;344.4;97.8;6.449363965;5.841803773;4.582924577
315211;1981;656.9;345.2;91.8;6.4875318;5.844123959;4.519612298
315211;1982;680.5;343;85.1;6.522827822;5.837730447;4.443827036
315211;1983;704.7;340.6;84.9;6.55777218;5.830708768;4.441474093
315211;1984;753.8;341.8;85.7;6.625127081;5.834225771;4.450852826
315211;1985;744.8;338.1;76.7;6.613115726;5.82334171;4.339901708
315211;1986;757.9;335;73.2;6.630551451;5.814130532;4.293195421
315211;1987;819.5;334.5;75.7;6.708694398;5.81263688;4.32677816
315211;1988;822;333.3;75.6;6.711740395;5.809042985;4.325456283
315211;1989;801.6;330.2;73.2;6.68660973;5.799698531;4.293195421
315211;1990;744.3;326.7;68.9;6.612444179;5.789042319;4.232656178
315211;1991;766.2;320.2;66.4;6.641443232;5.768945801;4.195697056
315211;1992;837.6;314.3;67.6;6.73054066;5.750347944;4.213607983
315211;1993;841.8;313.5;64.5;6.735542456;5.74779936;4.166665224
315211;1994;839.2;311.6;61.5;6.732449057;5.741720314;4.119037175
315211;1995;825.6;311.4;58.7;6.716110395;5.741078259;4.072439727
315211;1996;783.3;312.6;50.7;6.663515764;5.744924418;3.925925911
315211;1997;1241.5;308.1;50.4;7.124075605;5.730424406;3.919991175
315211;1998;1222.6;320.2;42.4;7.108735018;5.768945801;3.747148362
315211;1999;1058.5;352.9;35.5;6.964608091;5.866184731;3.569532696
315211;2000;957.7;360.5;31.5;6.864534577;5.887491957;3.449987546
315211;2001;761.7;363.4;28.2;6.635552777;5.895504156;3.339321978
315211;2002;725.1;359.8;23;6.586309576;5.885548322;3.135494216
315211;2003;577.2;347.6;20.5;6.358188827;5.851052393;3.020424886
315211;2004;659.5;333.6;19.4;6.491481972;5.80994267;2.965273066
315211;2005;725.5;331.6;18;6.586861072;5.803929423;2.890371758
315211;2006;964.6;324.5;18;6.871713508;5.782285536;2.890371758
315211;2007;819.6;315.7;20.7;6.708816416;5.754792396;3.0301337
315211;2008;450.5;314.6;17.6;6.110358077;5.751301991;2.867898902
315211;2009;506.8;303;14.9;6.228116448;5.713732806;2.701361213
315211;2010;464;289.6;14.6;6.139884552;5.668500661;2.681021529
315211;2011;492;273.5;15.2;6.198478716;5.611301622;2.721295428
315211;2012;573.1;347.3;17.3;6.351060222;5.85018896;2.850706502
315211;2013;512.1;337.2;15.4;6.238519918;5.820676226;2.734367509
315211;2014;538;346.9;13.8;6.28785856;5.849036554;2.624668592
315211;2015;562.6;336.6;13.2;6.332568896;5.818895282;2.58021683
315211;2016;558.6;322.5;12.9;6.325433654;5.776103136;2.557227311
315212;1958;341.4;174;236.7;5.83305481;5.159055299;5.466793517
315212;1959;363.7;181;248.4;5.896329352;5.198497031;5.51504035
315212;1960;362.9;192;242.7;5.894127314;5.257495372;5.491826113
315212;1961;375.7;197.5;240.5;5.928790953;5.285738584;5.48272009
315212;1962;399.3;212.9;239.9;5.989713014;5.360822572;5.48022217
315212;1963;436.6;227;261.2;6.079017444;5.424950017;5.565286397
315212;1964;460.5;228.8;265.8;6.132312856;5.43284826;5.582744146
315212;1965;475.5;242.7;266.4;6.164366882;5.491826113;5.584998939
315212;1966;505.6;258.2;268.6;6.225745843;5.553734478;5.593223284
315212;1967;555.7;270.1;263.2;6.32022858;5.598792261;5.572914199
315212;1968;594.1;293.9;262.6;6.387047655;5.683239573;5.570631962
315212;1969;627.8;325.4;268.2;6.442221644;5.785055195;5.591732971
315212;1970;629.4;339.1;262.1;6.444766985;5.826295049;5.56872611
315212;1971;679.8;361.2;256;6.521798637;5.889431822;5.545177444
315212;1972;731.6;391.5;273.6;6.595233917;5.969985515;5.611667186
315212;1973;808.1;421.3;282.1;6.694685813;6.043345169;5.642261618
315212;1974;830.8;439.3;263.8;6.722389092;6.085182551;5.57519124
315212;1975;830.1;459.3;251.1;6.721546175;6.129703591;5.525851266
315212;1976;914.1;476;264.1;6.817939975;6.165417854;5.576327819
315212;1977;1082.7;505.7;270.2;6.9872132;6.225943608;5.599162426
315212;1978;1211;503.4;263.1;7.099201744;6.221385083;5.572534188
315212;1979;1172.4;514.8;269.2;7.066808209;6.243778476;5.595454598
315212;1980;1309.6;525.8;280.4;7.177477026;6.264920912;5.636217155
315212;1981;1468.2;540.8;271.6;7.29179244;6.293049525;5.604330396
315212;1982;1481.3;554.2;255.5;7.30067536;6.317525632;5.54322241
315212;1983;1510.6;556.6;259;7.320262202;6.321846849;5.556828062
315212;1984;1552.7;558.3;236.5;7.34775063;6.324896452;5.465948208
315212;1985;1467;561.9;217.2;7.290974778;6.331323898;5.380818588
315212;1986;1531.6;556.6;203.2;7.33406822;6.321846849;5.314190716
315212;1987;1746.8;553.8;216.8;7.465540822;6.316803611;5.37897527
315212;1988;1747.2;550.8;210.8;7.465769786;6.311371767;5.350909817
315212;1989;1715.1;544.6;198.8;7.447226667;6.30005158;5.292299294
315212;1990;1828.2;551.9;197.7;7.511087155;6.31336687;5.28675073
315212;1991;1793.5;548.2;191.1;7.491924297;6.306640184;5.252796851
315212;1992;1906;535.3;185.3;7.552762084;6.282827337;5.221976133
315212;1993;2002.2;535.4;194.2;7.602001855;6.283014131;5.268888556
315212;1994;2040.8;527.4;185.7;7.621097167;6.267959274;5.224132468
315212;1995;2075.9;527;187.4;7.638150074;6.267200549;5.23324537
315212;1996;2025.7;527.4;173.9;7.613670599;6.267959274;5.158480421
315212;1997;3197.9;527;147.4;8.070249623;6.267200549;4.99314998
315212;1998;2640.5;586.1;119.8;7.878723572;6.373490423;4.785823686
315212;1999;2304.2;607;82;7.742488824;6.408528791;4.406719247
315212;2000;1876.9;630.7;66.8;7.537376759;6.446830314;4.201703081
315212;2001;1379;646;49.6;7.229113878;6.470799504;3.903990834
315212;2002;2048.1;657.6;77.6;7.624667813;6.488596844;4.351567427
315212;2003;1682.3;649.6;65.9;7.427917184;6.476356789;4.188138442
315212;2004;1984.3;634.2;59.2;7.593021486;6.452364362;4.080921542
315212;2005;2254.6;669.2;52.5;7.720727853;6.506082969;3.96081317
315212;2006;3098.3;689.1;50.1;8.038608853;6.535386398;3.914021008
315212;2007;2452.9;703.5;50.7;7.805026277;6.556067877;3.925925911
315212;2008;1297.7;710.7;41.3;7.168348746;6.5662504;3.7208625
315212;2009;1278;710.5;31;7.153051635;6.565968948;3.433987204
315212;2010;1031.6;695.2;27.2;6.938866274;6.544199574;3.303216973
315212;2011;970.1;661.3;25.3;6.877399159;6.494207595;3.230804396
315212;2012;1006.6;604.4;25.8;6.914333594;6.40423623;3.250374492
315212;2013;885.6;587;22.9;6.786265381;6.37502482;3.131136911
315212;2014;931.8;606.1;20.3;6.837118199;6.407044989;3.010620886
315212;2015;982.3;588.2;19.5;6.889896761;6.377067026;2.970414466
315212;2016;975.5;563;19;6.88295016;6.333279628;2.944438979
315221;1958;60.5;34.1;12.6;4.102643365;3.529297384;2.533696814
315221;1959;70.7;35.4;14.1;4.258445573;3.56671182;2.646174797
315221;1960;80.2;39;16.7;4.384523515;3.663561646;2.815408719
315221;1961;89.4;40.6;16.5;4.493120682;3.703768067;2.803360381
315221;1962;95.8;44;17.1;4.562262685;3.784189634;2.839078464
315221;1963;87.7;50.3;13.8;4.473921899;3.918005077;2.624668592
315221;1964;82.7;53.3;13.8;4.415219602;3.975936331;2.624668592
315221;1965;93.1;58;14.5;4.533674184;4.060443011;2.674148649
315221;1966;104.4;61;15.1;4.648229675;4.110873864;2.714694744
315221;1967;110.3;66.2;14.7;4.703203926;4.192680463;2.687847494
315221;1968;100.7;85.9;12.4;4.6121458;4.453183829;2.517696473
315221;1969;94;106;11.7;4.543294782;4.663439094;2.459588842
315221;1970;155.9;111.9;14.3;5.049214776;4.717605615;2.660259537
315221;1971;181.4;115.1;14.6;5.200704538;4.745801316;2.681021529
315221;1972;167.6;119.4;16.5;5.121580188;4.782479201;2.803360381
315221;1973;174.6;129.9;16.6;5.162497643;4.866764924;2.809402695
315221;1974;177.5;132.6;15.5;5.178970609;4.887337078;2.740840024
315221;1975;190;130;13.9;5.247024072;4.86753445;2.63188884
315221;1976;236.3;134.9;15.3;5.465102184;4.904533763;2.727852828
315221;1977;267.8;137.8;15.8;5.590240433;4.925803359;2.76000994
315221;1978;295.7;145.6;16.1;5.689345427;4.980863136;2.778819272
315221;1979;275.6;136;15;5.618950539;4.912654886;2.708050201
315221;1980;283.8;136.4;14.3;5.648269765;4.915591745;2.660259537
315221;1981;271.9;145;13.1;5.605434352;4.976733742;2.57261223
315221;1982;281;146;12;5.638354669;4.983606622;2.48490665
315221;1983;310.2;142.7;11.4;5.737217251;4.960744524;2.433613355
315221;1984;351.8;138.6;11.8;5.863062832;4.931592087;2.468099531
315221;1985;350;132.4;10.6;5.857933154;4.885827644;2.360854001
315221;1986;356.1;128.3;11.2;5.87521159;4.854371272;2.415913778
315221;1987;560.7;128.6;14.1;6.329186003;4.856706812;2.646174797
315221;1988;542.5;129.6;14;6.296188085;4.864452784;2.63905733
315221;1989;427.3;134.1;13.1;6.057486343;4.89858579;2.57261223
315221;1990;371.7;152.4;12.2;5.918087077;5.026508643;2.501435952
315221;1991;368.3;153.6;9.6;5.908897823;5.034351821;2.261763098
315221;1992;392.8;149;10.5;5.973300576;5.003946306;2.351375257
315221;1993;269.9;145.7;9.3;5.59805152;4.981549713;2.2300144
315221;1994;311.9;143.7;8.7;5.742682624;4.967727793;2.163323026
315221;1995;310.4;140.5;6.4;5.737861788;4.945207489;1.85629799
315221;1996;279.4;136.4;5.6;5.632644447;4.915591745;1.722766598
315221;1997;815.4;132.2;9.8;6.70367879;4.884315927;2.282382386
315221;1998;422.6;132.5;7;6.046426105;4.886582645;1.945910149
315221;1999;1031.4;132.1;7.5;6.938672382;4.883559212;2.014903021
315221;2000;877.6;135.6;5.3;6.777190909;4.909709376;1.667706821
315221;2001;193.9;137;3.1;5.267342562;4.919980926;1.131402111
315221;2002;111.9;138.1;1.7;4.717605615;4.92797806;0.530628251
315221;2003;118.2;132.9;1.4;4.772378105;4.889596966;0.336472237
315221;2004;82.3;126.9;1.1;4.410371108;4.843399375;0.09531018
315221;2005;70.7;120.7;0.9;4.258445573;4.793308128;-0.105360516
315221;2006;49.4;115.8;0.7;3.899950424;4.751864565;-0.356674944
315221;2007;31.8;110.2;0.6;3.45946629;4.702296897;-0.510825624
315221;2008;57.1;104.4;0.7;4.044804117;4.648229675;-0.356674944
315221;2009;49;98.9;0.7;3.891820298;4.594109239;-0.356674944
315221;2010;57;93.6;0.6;4.043051268;4.539030383;-0.510825624
315221;2011;70.3;88.5;0.8;4.252771799;4.483002552;-0.223143551
315221;2012;81.7;265.3;0.9;4.403054002;5.580861261;-0.105360516
315221;2013;76.3;252;0.8;4.334672938;5.529429088;-0.223143551
315221;2014;74.7;241.5;0.7;4.313480092;5.486869473;-0.356674944
315221;2015;81;230.2;0.8;4.394449155;5.438948496;-0.223143551
315221;2016;85.6;219.1;0.8;4.449685283;5.389528247;-0.223143551
315222;1958;578.7;378.8;93.8;6.360784209;5.937008361;4.541164856
315222;1959;646.3;379.4;99.1;6.471263792;5.938591058;4.596129441
315222;1960;669.9;387;102.2;6.507128448;5.958424693;4.626931678
315222;1961;652;382.9;97.2;6.480044562;5.947773858;4.576770711
315222;1962;685.3;381.2;97.2;6.529856699;5.943324172;4.576770711
315222;1963;753.1;381.5;95.2;6.624198021;5.944110851;4.555979942
315222;1964;756.7;404.3;97.3;6.628966874;6.002157177;4.577798989
315222;1965;860.4;411.5;102;6.757397397;6.01980902;4.624972813
315222;1966;925.9;447.6;103.8;6.830766237;6.103899976;4.642465971
315222;1967;955.8;473.8;106.8;6.862548686;6.160785292;4.670957927
315222;1968;1080;537.3;108.4;6.98471632;6.286556598;4.685828089
315222;1969;1124.3;617.3;107.5;7.024915899;6.425355129;4.677490848
315222;1970;970.7;649.5;95.5;6.878017461;6.476202836;4.559126247
315222;1971;949.6;693;88.8;6.856040843;6.541029999;4.48638665
315222;1972;1231.6;719;98;7.116069416;6.577861358;4.584967479
315222;1973;1320.1;757.2;99.4;7.18546277;6.629627419;4.599152114
315222;1974;1241.1;785.5;87.7;7.123753362;6.666320458;4.473921899
315222;1975;1146.5;779.7;76.9;7.044469102;6.65890923;4.342505877
315222;1976;1257.9;790.7;76.8;7.137198943;6.672918629;4.34120464
315222;1977;1443.4;800.2;77.6;7.274756721;6.684861696;4.351567427
315222;1978;1414.5;799.5;77.1;7.254531391;6.683986532;4.345103281
315222;1979;1364.6;795.1;68.7;7.218616624;6.678467893;4.229749199
315222;1980;1453.8;791.5;64.4;7.281936097;6.673929879;4.165113633
315222;1981;1497.3;791.2;62.3;7.311418765;6.67355078;4.131961426
315222;1982;1568.9;775.8;59.3;7.358130016;6.653894755;4.082609306
315222;1983;1563.7;760.9;56;7.354810087;6.634501943;4.025351691
315222;1984;1665.5;757.3;58.4;7.417880658;6.629759476;4.06731589
315222;1985;1728.1;739.1;51.5;7.454777818;6.60543323;3.941581808
315222;1986;1715.3;724.7;47.3;7.447343271;6.585757776;3.856510295
315222;1987;1650.8;710.6;44;7.409015298;6.566109684;3.784189634
315222;1988;1727;696.7;47.4;7.454141078;6.546354902;3.858622229
315222;1989;1540.2;680.9;42.8;7.339667557;6.523415452;3.756538103
315222;1990;1405.6;666.7;38.1;7.248219537;6.50234017;3.640214282
315222;1991;1302.4;642.8;34.4;7.171963995;6.465833634;3.538056564
315222;1992;1284.3;621.5;34.5;7.157969102;6.432135911;3.540959324
315222;1993;1419.9;598.7;32.3;7.258341726;6.394760638;3.47506723
315222;1994;1359.8;577;27;7.215092909;6.357842267;3.295836866
315222;1995;1224.4;557.5;24.6;7.110206207;6.323462503;3.202746443
315222;1996;1189.3;539.1;21.5;7.081120178;6.289901082;3.068052935
315222;1997;1110.6;517.6;21.9;7.012655689;6.249202743;3.086486637
315222;1998;1021;507.8;21.2;6.928537818;6.230087669;3.054001182
315222;1999;1190.1;499.3;19.6;7.081792616;6.213207118;2.975529566
315222;2000;1004;491.5;17.2;6.9117473;6.19746194;2.844909384
315222;2001;849.1;484.5;14.6;6.744176965;6.183117431;2.681021529
315222;2002;627.1;496.3;10.6;6.441106018;6.207180583;2.360854001
315222;2003;885.6;480.3;10;6.786265381;6.174410909;2.302585093
315222;2004;771;464.8;9.5;6.647688374;6.141607206;2.251291799
315222;2005;794.6;449.2;9.4;6.677838843;6.107468223;2.240709689
315222;2006;647.1;443.4;7.8;6.472500842;6.094472297;2.054123734
315222;2007;477;432.4;6.9;6.167516491;6.069351086;1.931521412
315222;2008;413.1;418.5;6.8;6.023689694;6.03667689;1.916922612
315222;2009;224.6;404;4.6;5.414321042;6.001414878;1.526056303
315222;2010;185;387.4;3.5;5.220355825;5.959457751;1.252762968
315222;2011;171.2;371;3.7;5.142832464;5.916202063;1.30833282
315222;2012;154.6;502.1;3.4;5.040841136;6.218799303;1.223775432
315222;2013;144.3;476.9;3.1;4.971894466;6.167306825;1.131402111
315222;2014;141.4;457;2.8;4.951592753;6.124683391;1.029619417
315222;2015;153.3;435.6;3.1;5.032396786;6.076724391;1.131402111
315222;2016;162;414.6;3.1;5.087596335;6.0273142;1.131402111
315223;1958;401.6;335.6;84.2;5.995456568;5.815919975;4.433194921
315223;1959;435.7;346.8;84.2;6.076953933;5.848748245;4.433194921
315223;1960;449.9;360.5;84.3;6.109025336;5.887491957;4.434381865
315223;1961;448.9;371.3;82.2;6.106800146;5.917010361;4.409155302
315223;1962;489.3;386.9;89.9;6.192975798;5.958166262;4.498697941
315223;1963;566.6;403.6;91.4;6.339653587;6.000424288;4.515245478
315223;1964;564.7;419.1;92.6;6.336294617;6.038109555;4.528289142
315223;1965;564.8;452.1;90.7;6.336471686;6.113903394;4.507557357
315223;1966;581.7;479.1;91.4;6.365954851;6.171909344;4.515245478
315223;1967;665.4;502.7;92.6;6.500388364;6.219993571;4.528289142
315223;1968;694.7;548.1;90.5;6.543480098;6.306457752;4.505349851
315223;1969;739.9;543.9;88.5;6.606515042;6.298765406;4.483002552
315223;1970;765;573.5;88.6;6.639875834;6.351757937;4.484131858
315223;1971;898;612.9;92.9;6.800170068;6.41820179;4.531523646
315223;1972;948.2;647.8;91.7;6.85456545;6.473582007;4.518522379
315223;1973;1006.7;682.2;94.3;6.914432934;6.52532287;4.54648119
315223;1974;1067.2;719.4;93.3;6.972793675;6.578417531;4.535820108
315223;1975;1020.4;716.8;83.2;6.927949986;6.574796862;4.421247348
315223;1976;1266.3;736.5;89.8;7.143854541;6.601909236;4.497584975
315223;1977;1362.7;763.9;92.8;7.217223305;6.638436891;4.53044664
315223;1978;1534.7;823.8;93.8;7.336090201;6.713927782;4.541164856
315223;1979;1539.9;798.8;97.6;7.339472758;6.683110602;4.580877493
315223;1980;1709.1;822.5;93.8;7.443722195;6.712348483;4.541164856
315223;1981;1841;821.4;83.7;7.518064181;6.711010202;4.427238977
315223;1982;1697.8;834.9;72.3;7.437088574;6.727311957;4.280824129
315223;1983;1759.2;831;71.9;7.472614439;6.722629795;4.275276265
315223;1984;1956.1;834.3;73.7;7.578707974;6.72659305;4.300002799
315223;1985;1728.7;849.8;64.9;7.45512496;6.745001028;4.172847624
315223;1986;1807.3;848.4;60.7;7.499589298;6.743352223;4.105943698
315223;1987;2143.3;871;64.7;7.670101976;6.769641977;4.169761202
315223;1988;1992;874.1;65.1;7.596894438;6.773194786;4.175924549
315223;1989;1997.1;875.1;62.2;7.599451407;6.774338166;4.130355
315223;1990;2163.5;872.7;58.8;7.67948256;6.771591854;4.074141855
315223;1991;2332.3;861.2;58.1;7.754610184;6.758326765;4.062165664
315223;1992;3095.6;850.5;70.6;8.037737027;6.745824412;4.257030144
315223;1993;2353.1;878.5;60.9;7.763488887;6.778215908;4.109233175
315223;1994;2482;888;61.7;7.816819966;6.788971743;4.122283931
315223;1995;2621.6;911.4;59.2;7.871540097;6.814981879;4.080921542
315223;1996;2239;927.5;49.2;7.713784617;6.832492794;3.895893623
315223;1997;3307;916;52.6;8.103796713;6.820016365;3.96271612
315223;1998;3131.7;921.5;44.3;8.049331267;6.826002777;3.790984677
315223;1999;2354.8;936.6;38.2;7.764211077;6.842256297;3.642835516
315223;2000;1489.5;958.2;30;7.306195772;6.865056524;3.401197382
315223;2001;1508.4;977.9;24.7;7.318804765;6.885407415;3.206803244
315223;2002;776.9;976.9;10.9;6.655311642;6.884384293;2.388762789
315223;2003;891.5;936.8;10.1;6.792905437;6.842469812;2.312535424
315223;2004;669.9;894.7;9.4;6.507128448;6.796488467;2.240709689
315223;2005;617.7;851;9;6.426002903;6.746412129;2.197224577
315223;2006;460.9;823.2;7.4;6.1331811;6.713199185;2.00148
315223;2007;320.3;786.5;6.5;5.769258057;6.667592722;1.871802177
315223;2008;275;744.3;5.9;5.616771098;6.612444179;1.774952351
315223;2009;150.1;705.7;3.8;5.011301739;6.559190218;1.335001067
315223;2010;124.1;666.5;2.7;4.821087692;6.50204014;0.993251773
315223;2011;115.4;628.8;2.5;4.748404354;6.443813241;0.916290732
315223;2012;104.7;340;2.2;4.651099118;5.828945618;0.78845736
315223;2013;97.7;323;2;4.581901559;5.777652323;0.693147181
315223;2014;95.8;309.5;1.8;4.562262685;5.734958092;0.587786665
315223;2015;103.8;295;2;4.642465971;5.686975356;0.693147181
315223;2016;109.7;280.8;2;4.697749367;5.637642672;0.693147181
315224;1958;526.7;412.5;93.5;6.266631126;6.022236206;4.537961436
315224;1959;566.4;425.7;93.3;6.339300542;6.053734873;4.535820108
315224;1960;553.9;442.8;96.1;6.316984165;6.093118201;4.565389316
315224;1961;594.5;447;96.5;6.387720716;6.102558595;4.569543008
315224;1962;653.7;458;101.1;6.482648531;6.126869184;4.616110126
315224;1963;855.4;474.4;118.3;6.751569196;6.162050848;4.773223771
315224;1964;883.7;512;122;6.784117639;6.238324625;4.804021045
315224;1965;1000.1;599;135.2;6.907855274;6.395261598;4.906755164
315224;1966;1062.2;688.8;143.5;6.968097508;6.534950953;4.966335035
315224;1967;1200.5;783;141.6;7.090493416;6.663132696;4.953006181
315224;1968;1367.4;898.8;144.4;7.220666405;6.80106054;4.972587226
315224;1969;1432.5;956.4;150.5;7.267176449;6.863176236;5.013963084
315224;1970;1617.8;1057.2;153.5;7.388822481;6.963379183;5.033700567
315224;1971;1883.9;1142.8;161.1;7.541099375;7.04123667;5.08202529
315224;1972;1272.1;1277.9;109;7.148424357;7.152973385;4.691347882
315224;1973;1421.1;1321.5;112.3;7.259186499;7.186522734;4.721173862
315224;1974;1514.1;1385.2;110.2;7.322576482;7.233599813;4.702296897
315224;1975;1542.8;1387.7;101.3;7.341354226;7.235402979;4.618086411
315224;1976;1823.4;1422.8;108.7;7.508458169;7.26038204;4.688591794
315224;1977;2000.4;1445.8;105;7.60110244;7.276418081;4.65396035
315224;1978;2116.3;1570;99.1;7.65742456;7.358830898;4.596129441
315224;1979;2343.2;1482.1;97.8;7.759272796;7.30121528;4.582924577
315224;1980;2583.5;1524.7;98.8;7.856900348;7.329552948;4.593097605
315224;1981;2701.3;1535;92.1;7.901488418;7.33628566;4.522874943
315224;1982;2698.2;1531.5;84.7;7.900340163;7.334002926;4.439115602
315224;1983;2929;1537.2;85.3;7.982416347;7.337717859;4.446174454
315224;1984;3107.5;1539.9;86;8.041573823;7.339472758;4.454347296
315224;1985;3007.2;1528.5;76.7;8.008764692;7.332042141;4.339901708
315224;1986;2949.3;1516.4;72.3;7.989323133;7.324094384;4.280824129
315224;1987;3226.5;1507;72.8;8.079153237;7.317876199;4.287715955
315224;1988;3056.2;1496.9;71.7;8.024927593;7.311151582;4.272490748
315224;1989;3382.6;1466.7;68.4;8.126399924;7.290770258;4.225372825
315224;1990;2978.7;1427.1;63.4;7.999242243;7.263399692;4.149463861
315224;1991;3408.1;1398.8;62.1;8.13391023;7.243370005;4.128745989
315224;1992;3534.3;1369.1;60.6;8.170270539;7.221908869;4.104294893
315224;1993;3795.3;1372.1;60.4;8.241518738;7.224097692;4.100989105
315224;1994;3990.9;1375.9;63.4;8.291772048;7.226863341;4.149463861
315224;1995;4148.6;1368.1;61;8.330526207;7.221178195;4.110873864
315224;1996;3826.9;1375;54.4;8.249810355;7.22620901;3.996364154
315224;1997;3392.5;1363.6;45.2;8.129322392;7.21788354;3.811097087
315224;1998;3811.5;1342.4;46.5;8.245778091;7.202214336;3.839452313
315224;1999;3503.6;1336.9;42.2;8.16154629;7.19810878;3.742420221
315224;2000;3289;1313.4;37.7;8.098338846;7.180374474;3.629660094
315224;2001;3219.8;1286.7;35.8;8.077074525;7.15983608;3.577947893
315224;2002;2828.3;1265.2;21.2;7.947431103;7.142985491;3.054001182
315224;2003;2523.8;1237.8;15.1;7.833520981;7.121090889;2.714694744
315224;2004;1436.6;1196.4;10.7;7.27003449;7.087072327;2.370243741
315224;2005;960.9;1146.3;7.6;6.867870345;7.044294643;2.028148247
315224;2006;481.4;1107.8;4.3;6.176698525;7.010131346;1.458615023
315224;2007;177.2;1057.6;1.5;5.177279038;6.963757469;0.405465108
315224;2008;144.6;1003.2;2;4.97397131;6.91095017;0.693147181
315224;2009;67;952.3;1.1;4.204692619;6.858880111;0.09531018
315224;2010;44.4;903.8;0.7;3.793239469;6.806608097;-0.356674944
315224;2011;29.7;857.4;0.5;3.391147046;6.753904554;-0.693147181
315224;2012;15;48.9;0.4;2.708050201;3.889777396;-0.916290732
315224;2013;14.1;46.4;0.3;2.646174797;3.837299459;-1.203972804
315224;2014;13.8;44.5;0.3;2.624668592;3.795489189;-1.203972804
315224;2015;14.9;42.4;0.3;2.701361213;3.747148362;-1.203972804
315224;2016;15.8;40.4;0.3;2.76000994;3.698829785;-1.203972804
315225;1958;125;63.3;40.8;4.828313737;4.147885329;3.708682081
315225;1959;136.9;65.6;40.8;4.919250732;4.183575696;3.708682081
315225;1960;132.2;68;40.8;4.884315927;4.219507705;3.708682081
315225;1961;139;68.7;40.9;4.934473933;4.229749199;3.711130063
315225;1962;153.5;70.2;42.7;5.033700567;4.251348311;3.75419892
315225;1963;191.9;72.8;47.8;5.256974403;4.287715955;3.867025639
315225;1964;198.4;79.1;49.4;5.290285195;4.370712875;3.899950424
315225;1965;227.2;93.2;54.8;5.425830687;4.534747722;4.003690194
315225;1966;238.1;106.9;57.5;5.472690753;4.671893818;4.051784948
315225;1967;271;123.5;58.3;5.602118821;4.816241156;4.065602093
315225;1968;312;141.4;59.3;5.743003188;4.951592753;4.082609306
315225;1969;327.4;149.9;61.2;5.791182665;5.009968405;4.11414719
315225;1970;366.2;165.6;61.3;5.903179632;5.109575242;4.115779843
315225;1971;409.3;180.2;63.5;6.014448383;5.194067345;4.151039906
315225;1972;211;199;31.4;5.351858133;5.293304825;3.446807893
315225;1973;226.3;202.3;31.9;5.421861553;5.309751744;3.46260601
315225;1974;256.1;206.3;30.1;5.545567993;5.32933142;3.404525172
315225;1975;261.9;205.2;29.5;5.567962752;5.323985113;3.384390263
315225;1976;363.7;208.5;32.3;5.896329352;5.339939041;3.47506723
315225;1977;474.6;209.2;39.8;6.162472344;5.343290732;3.683866912
315225;1978;468;229.6;37.8;6.148468296;5.436338664;3.632309103
315225;1979;537.4;216.8;36.8;6.286742696;5.37897527;3.605497845
315225;1980;608.5;229.4;38.8;6.410996912;5.435467205;3.658420247
315225;1981;646.9;237.7;36.4;6.472191723;5.471009374;3.594568775
315225;1982;645.1;238.5;31.9;6.469405344;5.47436931;3.46260601
315225;1983;719.1;238.9;31.2;6.57800043;5.476045054;3.440418095
